id,name,rating,address,city,lat,long
243,che-lo-union-city-2,5,1767 Decoto Blvd,Union City,375.895.628.278.523,-122022492714298
88,super-cue-cafe-san-francisco-2,5,1330 Ocean Ave,San Francisco,377.242.954.229.777,-122457044541931
133,t4-san-leandro,5,1443 E 14th St,San Leandro,37.723.825,-122154662999999
6,gong-cha-fremont,5,46827 Warm Springs Blvd,Fremont,374.885.682.635.695,-121929191268869
271,happy-lemon-sunnyvale-2,5,605 E El Camino Real,Sunnyvale,3.736.189,-122024539999999
218,ohana-hawaiian-bbq-of-pleasanton-pleasanton,5,5410 Sunol Blvd,Pleasanton,376.522.299.999.999,-1218786
65,infinitea-san-francisco,5,5351 Geary Blvd,San Francisco,37.780.295.679.705,-122477084781597
160,amor-cafe-and-tea-san-jose,5,110 E San Fernando St,San Jose,373.354.549.999.999,-121886596
23,boba-queen-fremont,5,34420 Fremont Blvd,Fremont,375.757,-122039769999999
89,puppy-bobar-san-francisco,5,1142 Grant Ave,San Francisco,377.975.399.525.428,-122406789958477
128,qteabar-oakland,5,478 Lake Park Ave,Oakland,378.110.686.341.717,-12224723573774
147,bobateani-san-jose,5,75 E Santa Clara St,San Jose,3.733.709,-12188941
365,taza-deli-and-cafe-redwood-city,5,1796 Broadway,Redwood City,374.868.656,-122223413299999
368,mr-green-bubble-sunnyvale,5,1255 S Mary Ave,Sunnyvale,3.735.338,-12205071
397,i-tea-burlingame-2,5,346 Lorton Ave,Burlingame,375.801.206,-122346889099999
426,waterfront-cafe-burlingame,5,500 Airport Blvd,Burlingame,37.590.323,-12234142
505,golden-bakery-pittsburg,5,2229 Railroad Ave,Pittsburg,380.136.496,-1218904874
533,honey-bear-smoothie-tea-and-dessert-hayward,5,1 Southland Mall Dr,Hayward,376.542.332,-1221048419
0,99-tea-house-fremont-2,"4,5",3623 Thornton Ave,Fremont,3.756.295,-122010039999999
1,one-tea-fremont-2,"4,5",46809 Warm Springs Blvd,Fremont,374.890.666.928.572,-121929413750767
3,teco-tea-and-coffee-bar-fremont,"4,5",39030 Paseo Padre Pkwy,Fremont,375.536.945,-121981043
7,happy-lemon-fremont-2,"4,5",46873 Warm Spring Blvd,Fremont,374.884.429.093.476,-121930383669657
44,teatop-milpitas,"4,5",82 Ranch Dr,Milpitas,3.742.644,-121921619999999
45,ten-ren-tea-co-of-milpitas-milpitas,"4,5",1732 N Milpitas Blvd,Milpitas,374.555.854.711.176,-121909984275478
56,i-tea-san-francisco-3,"4,5",253 Kearny St,San Francisco,377.905.719.929.647,-122404304221271
59,steap-tea-bar-san-francisco-3,"4,5",827 Sacramento St,San Francisco,377.932.604.402.304,-122406762465835
61,omg-tea-san-francisco,"4,5",2891 San Bruno Ave,San Francisco,377.254.643,-122402527
70,wondertea-san-francisco-4,"4,5",2250 Irving St,San Francisco,377.634.668.052.021,-122482386571049
71,the-boba-shop-san-francisco-4,"4,5",2071 3rd St,San Francisco,377.635.576.540.922,-122388577088714
74,sweet-a-little-san-francisco-12,"4,5",,San Francisco,3.777.448,-12240916
75,tea-hut-san-francisco-2,"4,5",2815 California St,San Francisco,377.879.050.728.042,-122440761682096
77,tancca-san-francisco-3,"4,5",5015 Geary Blvd,San Francisco,377.804.213,-122473284299999
82,keep-it-san-francisco-6,"4,5",1170 Powell St,San Francisco,377.955.593.172.737,-122409816160798
91,little-heaven-deli-san-francisco,"4,5",2348 Mission St,San Francisco,377.594.799.999.999,-12241943
92,5-sweets-san-francisco,"4,5",1125 Ocean Ave 102,San Francisco,37.723.259,-122454559299999
93,good-earth-cafe-san-francisco-2,"4,5",835 Kearny St,San Francisco,377.957.898.999.999,-122405369999999
120,quickly-oakland-4,"4,5",1243 33rd Ave,Oakland,377.765.099,-1222250587
129,the-burrow-brisbane-4,"4,5",109 Visitacion,Brisbane,376.834.642,-1224028888
130,sweet-belly-oakland,"4,5",435 19th St,Oakland,378.076.094.805.534,-122268880033234
132,alice-street-bakery-café-oakland-2,"4,5",251 10th St,Oakland,377.996.292.114.257,-122268371582031
144,happy-lemon-san-jose-5,"4,5",3005 Silver Creek Rd,San Jose,37.308.647,-121813461
154,katea-san-jose,"4,5",5700 Village Oaks Dr,San Jose,372.525.198.999.999,-1218501
159,happy-lemon-cupertino,"4,5",20488 Stevens Creek Blvd,Cupertino,3.732.258,-12203121
173,sweet-gelato-tea-lounge-san-jose,"4,5",979 Story Rd,San Jose,373.313.361.147.367,-121857381949738
182,heritage-eats-napa,"4,5",3824 Bel Aire Plz,Napa,3.832.387,-12230711
191,palm-thai-bistro-fairfield,"4,5",5089 Business Center Dr,Fairfield,38.215.523,-122143181
196,baotea-cafe-pleasanton-2,"4,5",6654 Koll Center Pkwy,Pleasanton,37.658.818,-121898176
223,new-thai-bistro-pleasanton-2,"4,5",4301 D Valley Ave,Pleasanton,3.767.718,-12187578
244,fusion-mix-frozen-yogurt-fremont-2,"4,5",4144 Walnut Ave,Fremont,375.436.017.856.673,-121984061099299
249,storm-crepes-newark,"4,5",39658 Cedar Blvd,Newark,375.218.169.879.729,-121997366492815
250,sweet-orchid-fremont,"4,5",34460 Fremont Blvd,Fremont,375.751.187.606.321,-122038859706704
255,teaquation-redwood-city,"4,5",1036 El Camino Real,Redwood City,374.839.509.441.577,-122232653501548
257,sweet-spot-castro-valley,"4,5",20669 Santa Maria Ave,Castro Valley,376.960.964.188.897,-122078565023838
266,happy-lemon-cupertino-5,"4,5",10963 N Wolfe Rd,Cupertino,373.362.175.002.018,-122015137771311
270,calibear-cyber-cafe-sunnyvale-6,"4,5",1336 S Mary Ave,Sunnyvale,3.735.065,-122049619999999
273,gong-cha-sunnyvale,"4,5",1641 Hollenbeck Ave,Sunnyvale,3.733.929,-12204255
280,the-tea-zone-and-fruit-bar-mountain-view,"4,5",805 El Camino Real,Mountain View,3.738.565,-12208442
291,sunnywich-cafe-sunnyvale,"4,5",223 East Maude Ave,Sunnyvale,373.878.822.408.982,-122024536281978
302,orange-tea-livermore,"4,5",6033 Northfront Rd,Livermore,377.119.101.458.667,-121723351532745
314,chilly-and-munch-mountain-view,"4,5",2101 Showers Dr,Mountain View,374.068.109.566.105,-122106984711639
319,teaspoon-palo-alto-7,"4,5",2675 Middlefield Rd,Palo Alto,374.340.849.999.999,-122129446
324,poke-xpress-milpitas,"4,5",1236 S Abel St,Milpitas,374.128.099.773.883,-121902977563441
335,happiness-cafe-san-jose,"4,5",1688 Hostetter Rd,San Jose,373.863.881.481.701,-121884803238097
342,honeyberry-san-jose-9,"4,5",3655 N 1st St,San Jose,374.093.138.578.249,-121945219193046
347,davidstea-palo-alto-2,"4,5",318 University Ave,Palo Alto,374.461.057,-1221610267
351,chantal-guillon-macarons-and-teas-palo-alto-2,"4,5",444 University Ave,Palo Alto,3.744.752,-12215965
382,world-wrapps-2-0-santa-clara,"4,5",3125 Mission College Blvd,Santa Clara,3.738.919,-121983389999999
386,tiger-tea-and-juice-burlingame-3,"4,5",1803 El Camino Real,Burlingame,37.594.114,-122384605
387,aqua-club-dessert-and-beverage-san-bruno,"4,5",440 San Mateo Ave,San Bruno,37.622.566,-122410941999999
412,snacks-san-mateo-2,"4,5",31 N B St,San Mateo,375.683.427.999.999,-1223254578
414,mints-and-honey-san-carlos,"4,5",1524 El Camino Real,San Carlos,3.749.613,-1222477
415,bambu-millbrae-2,"4,5",203 El Camino Real,Millbrae,376.003.797,-1223900105
417,kingkat-bar-and-eatery-san-mateo-2,"4,5",33 W 25th Ave,San Mateo,3.754.368,-12230661
419,antoines-cookie-shop-san-mateo-3,"4,5",220 2nd Ave,San Mateo,375.659.547.999.999,-1223233725
428,jougert-bar-burlingame,"4,5",1115 Burlingame Ave,Burlingame,375.793.126,-122345740099999
432,quickly-millbrae-4,"4,5",325 El Camino Real,Millbrae,3.760.147,-12239148
442,teazentea-brentwood-3,"4,5",1135 2nd St,Brentwood,379.369.147.127.279,-121698112115264
446,okashi-fusion-vacaville,"4,5",1679 E Monte Vista Ave,Vacaville,383.703.303.337.097,-121959481313825
461,quickly-brentwood-brentwood,"4,5",2415 Empire Ave,Brentwood,379.603.143.999.999,-1217326581
464,easel-davis-2,"4,5",620 W Covell Blvd,Davis,385.603.285.349.925,-121757062978432
468,skyview-noodle-and-tea-pittsburg-3,"4,5",200 E 3rd St,Pittsburg,380.329.401.103.612,-121882134117186
471,rrags-caffe-benicia,"4,5",1383 E 2nd St,Benicia,380.543.339.252.472,-122152609080076
474,going-green-martinez,"4,5",1160 Arnold Dr,Martinez,379.934.616,-1221024094
485,i-tea-moraga-3,"4,5",1460 Moraga Rd,Moraga,378.353.491,-1221264706
492,cornology-walnut-creek-3,"4,5",1349 Locust St,Walnut Creek,378.981,-12206206
496,blue-saigon-pittsburg,"4,5",2243 Railroad Ave,Pittsburg,380.134.741,-1218905534
502,aung-maylika-benicia-4,"4,5",836 Southampton Rd,Benicia,38.066.112.359.505,-122165491386026
503,izzyas-frozen-custard-lafayette-2,"4,5",,Lafayette,3.789.301,-12212063
507,tangelo-frozen-yogurt-moraga,"4,5",384 Park St,Moraga,378.600.274.754.793,-122125603221525
524,aloha-pure-water-shaved-ice-san-pablo,"4,5",2300 El Portal Dr,San Pablo,37.966.045,-122343246
525,world-wrapps-corte-madera-7,"4,5",208 Corte Madera Town Ctr,Corte Madera,379.283.378.273.249,-122518047988414
532,sivans-cafe-hayward,"4,5",766 A St,Hayward,3.767.244,-12208685
542,saratoga-bagels-saratoga,"4,5",12840 Saratoga Sunnyvale Rd,Saratoga,37.282.037.944.475,-12203191663334
544,steepers-campbell,"4,5",346 E Campbell Ave,Campbell,3.728.691,-12194397
550,menchies-frozen-yogurt-vallejo,"4,5",972 Admiral Callaghan Ln,Vallejo,38.133.641,-122222463999999
551,starbread-bakery-vallejo,"4,5",3718 Sonoma Blvd,Vallejo,381.253.132.837.656,-122254159189761
558,pho-saigon-village-noodle-house-vallejo,"4,5",3636 Sonoma Blvd,Vallejo,381.238.496.636.738,-122253961014274
569,eat-on-monday-mountain-view-3,"4,5",,Mountain View,373.931.694.030.762,-122085517883301
581,milk-and-cookie-bar-castro-valley-3,"4,5",18911 Lake Chabot Rd,Castro Valley,3.770.864,-122091339999999
590,banh-mi-ba-le-oakland,"4,5",1909 International Blvd,Oakland,3.778.606,-12224101
591,pokeatery-castro-valley,"4,5",18911 Lake Chabot Rd,Castro Valley,3.770.864,-122091339999999
593,worlds-fare-donuts-hayward,"4,5",20770 Hesperian Blvd,Hayward,376.651.882.648.286,-122116480568499
